card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
UP4044,Kia Forte LX,2023,20000-29999,22991,"6139 Bandera Rd San Antonio, TX 78238",Y,Y,Y,3KPF24AD6PE569790,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",6171,mi.,sedan,Front-wheel Drive,Clear White,No,None reported,,No,"Recent Arrival! KIA CERTIFIED, CARFAX ONE OWNER, CLEAN CARFAX, BACKUP CAMERA, BLUETOOTH, POWER WINDOWS, POWER DOOR LOCKS, CRUISE CONTROL, Apple CarPlay/Android Auto, 15 Steel Wheels, 4 Speakers, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, AM/FM radio, Auto High|…|-beam Headlights, Brake assist, Bumpers: body-color, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Illuminated entry, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Radio: HD Display Audio, Rear window defroster, Remote keyless entry, Security system, Speed control, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers. Odometer is 1610 miles below market average!Certified.Kia Certified Pre-Owned Details: Transferable Warranty Roadside Assistance Includes Rental Car and Trip Interruption Reimbursement. 3 month Sirius trial subscription Warranty Deductible: $50 Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date Vehicle History Limited Warranty: 12 Month/12,000 Mile (whichever comes first) Platinum Coverage from certified purchase date 165 Point InspectionClear White 2023 Kia Forte LX FWD IVT 2.0L 4-Cylinder MPIDon't miss your chance to save BIG on Quality Pre-owned vehicles form Ancira KIA. 28/39 City/Highway MPG",2023-05-04T08:57:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
20388A,Mitsubishi Mirage ES,2023,10000-19999,17800,"1355 W Dickman Rd Battle Creek, MI 49037",N,N,N,ML32AUHJ4PH000379,Automatic CVT,CVT,1.2L I3 12V MPFI DOHC,1200.0,Gasoline,"",1150,mi.,hatchback,Front-wheel Drive,Mercury Gray Metallic,Yes,None reported,,Yes,"ONE OWNER LOCAL TRADE, REMAINING FULL FACTORY WARRANTY, BLUETOOTH, BACK-UP CAMERA, Android Auto & Apple CarPlay, Automatic temperature control, Radio: 7.0 Smartphone-Link Display Audio (SDA), Remote keyless entry, Steering wheel mounted audio controls. Sunshine Toyota proudly serving communities for|…|over 37 years of Battle Creek, Kalamazoo, Portage, Lansing, Grand Rapids, Coldwater, Bronson, Three Rivers, Paw Paw, Oshtemo, Plainwell, Otsego, Richland, Hastings, Delton, Charlotte, Eaton Rapids, Jackson, Parma, Galesburg, Augusta, Climax, Vicksburg, Schoolcraft, Comstock, Parchment, Dowling, Marshall, Gull Lake, East Leroy, Athens, Ceresco, Union City, Albion, Burr Oak, and Homer. Visit http://www.sunshinetoyota.com to view all inventory and see why Customers have voted Sunshine Toyota as a Preferred Dealership to do business with.",2023-05-04T08:12:29.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
LPC741860,Nissan Rogue SV,2023,20000-29999,29374,"6600 State Hwy 121 Frisco, TX 75034",N,N,Y,5N1BT3BA0PC741860,Automatic CVT,CVT,1.5L I3 12V GDI DOHC Turbo,1500.0,Gasoline,"",3517,mi.,suv,Front-wheel Drive,Scarlet Ember,Yes,None reported,,No,"CARFAX One-Owner. 2023 Nissan Rogue SV Navigation/GPS, 1-Owner, Nissan Certified, Alloy Wheels, Remote Start, 4D Sport Utility, 18 Aluminum Alloy Wheels, Alloy wheels, Power driver seat, Rear Parking Sensors. 4D Sport Utility Certified. Nissan Certified Details:  Limited Warranty: 84 Month/100,000|…|Mile (whichever comes first) from original in-service date  Roadside Assistance  Plus 1 Year Pre-Paid Maintenance Included.  Vehicle History  Transferable Warranty  167 Point Inspection  Warranty Deductible: $100 FWD Save time at the dealership and complete your deal online with Skip the Lot, Crest Nissan's online buying platform. It's the fastest way to buy a car, by far!",2023-05-04T08:26:05.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
1230171L,Hyundai Tucson SEL,2023,20000-29999,29745,"2979 Auto Center Cir Stockton, CA 95212",Y,Y,Y,5NMJB3AE8PH197522,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",2861,mi.,suv,Front-wheel Drive,Calypso Red,Yes,None reported,,No,"Clean CARFAX. Certified. Calypso Red 2023 Hyundai Tucson SEL FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 DGI DOHC 16V LEV3-ULEV70 187hp MANAGER'S SPECIAL,  CLEAN CARFAX , CERTIFIED PRE-OWNED, Prior Dealer Rental, Tucson SEL, 4D Sport Utility, 2.5L I4 DGI DOHC 16V LEV3-ULEV70 187hp, 8-Speed Autom|…|atic with SHIFTRONIC. Recent Arrival! 26/33 City/Highway MPG Hyundai Certified Pre-Owned Details:  Vehicle History  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  173+ Point Inspection  Roadside Assistance  Warranty Deductible: $50",2023-05-04T08:40:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M575207A,Toyota Tacoma SR,2023,20000-29999,29813,"3434 Bill Smith Dr Murfreesboro, TN 37129",Y,Y,N,3TYRX5GN7PT068048,6-Speed Automatic,Automatic,2.7L I4 16V MPFI DOHC,2700.0,Gasoline,"",14659,mi.,pickup truck,Rear-wheel Drive,White,No,None reported,,Yes,"2023 Toyota Tacoma SR CARFAX One-Owner. Clean CARFAX. This vehicle has passed a thorough 160 Point Inspection conducted by our Factory Trained Technicians. Local Trade, Excellent Condition, 6 Speakers, ABS brakes, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Auto High-beam Headlights, Brak|…|e assist, Dual front impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Front Bucket Seats, Front Center Armrest, Front reading lights, Front Seats, Front wheel independent suspension, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Speed control, Speed-sensing steering, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control. Lifetime Powertrain Warranty at NO additional cost. Unlimited miles, Unlimited years. See Dealer for Details!",2023-05-04T08:43:47.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
LPC749169,Nissan Rogue SV,2023,20000-29999,28550,"6600 State Hwy 121 Frisco, TX 75034",N,N,Y,5N1BT3BA8PC749169,Automatic CVT,CVT,1.5L I3 12V GDI DOHC Turbo,1500.0,Gasoline,"",5321,mi.,suv,Front-wheel Drive,Black,Yes,None reported,,No,"CARFAX One-Owner. 2023 Nissan Rogue SV Navigation/GPS, 1-Owner, Nissan Certified, Alloy Wheels, Remote Start, 4D Sport Utility, 18 Aluminum Alloy Wheels, Alloy wheels, Power driver seat, Rear Parking Sensors. 4D Sport Utility Certified. Nissan Certified Details:  Limited Warranty: 84 Month/100,000|…|Mile (whichever comes first) from original in-service date  Roadside Assistance  Plus 1 Year Pre-Paid Maintenance Included.  Transferable Warranty  Vehicle History  Warranty Deductible: $100  167 Point Inspection FWD Save time at the dealership and complete your deal online with Skip the Lot, Crest Nissan's online buying platform. It's the fastest way to buy a car, by far!",2023-05-04T08:25:07.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P8129,Nissan Altima 2.5 S,2023,20000-29999,26211,"16269 Van Dam Road South Holland, IL 60473",Y,Y,Y,1N4BL4BV9PN340962,Automatic Xtronic CVT,CVT,2.5L I4 16V GDI DOHC,2500.0,Gasoline,"",981,mi.,sedan,Front-wheel Drive,Super Black Clearcoat,Yes,At least 1 accident or damage reported,Yes,Yes,"Certified. Awesome Autocheck Score, One Owner, Nissan Certified Certified, CVT with Xtronic, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, AM/FM radio, Auto High-beam Headlights, Brake assist, Bumpers: body-color, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity|…|mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Radio: AM/FM Audio System, Rear anti-roll bar, Rear Parking Sensors, Rear reading lights, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Speed-Sensitive Wipers, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Wheels: 16 x 7 Steel w/Full Wheel Covers, CVT with Xtronic. 27/39 City/Highway MPG Odometer is 2811 miles below market average! Nissan Certified Details:  Warranty Deductible: $100  Vehicle History  Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date  Transferable Warranty  167 Point Inspection  Roadside Assistance  Plus 1 Year Pre-Paid Maintenance Included. Discover the Magic of 94 Nissan of South Holland Where We Put Dreams in Driveways! 2023 Nissan Altima 2.5 S We're Located Conveniently Off I-94 Minutes From Chicago and Moments from NW Indiana!",2023-05-04T08:34:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
TRQ230650A,Toyota Corolla LE,2023,20000-29999,25992,"4374 Ridge Rd West rochester, NY 14626",Y,Y,N,JTDB4MEE2P3002222,Automatic CVT,CVT,2.0L I4 16V PDI DOHC,2000.0,Gasoline,"",4744,mi.,sedan,Front-wheel Drive,Midnight Black Metallic,Yes,None reported,,Yes,"ONE OWNER, CLEAN CARFAX/NO ACCIDENTS REPORTED, REMAINDER OF FACTORY WARRANTY, BLUETOOTH/HANDS FREE, BACK UP CAMERA, PROFESSIONALLY DETAILED, Corolla LE, FWD, Black w/Premium Fabric Seat Trim, AM/FM radio: SiriusXM, Automatic temperature control, Electronic Stability Control, Exterior Parking Camera|…|Rear, Front Center Armrest, Fully automatic headlights, Outside temperature display, Premium Fabric Seat Trim, Radio: 8 Toyota Audio Multimedia, Remote keyless entry, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Wheels: 16 Wide Vent Steel. Certified. Toyota Certified Used Vehicles Details:  Warranty Deductible: $0  Transferable Warranty  Roadside Assistance  Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date  Vehicle History  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV purchase date  160 Point Inspection 2023 Toyota Corolla LE Midnight Black Metallic See store for complete reconditioning report and more details. Save Time with West Herr's Same Day Express Delivery! Call, e-mail , or just stop in to see why WEST HERR TOYOTA ROCHESTER provides you with the most up front, hassle free buying experience in Western New York. IMPORTANT RECALL INFORMATION. Some vehicles may be subject to unrepaired safety recalls. Go to www.safercar.gov to learn whether an individual vehicle is subject to an open recall.",2023-05-04T08:40:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH500324A,Honda Civic Sport,2023,20000-29999,29590,"8544 Kingston Pike Knoxville, TN 37919",N,N,N,2HGFE2F52PH500324,Automatic CVT,CVT,2.0L I4 16V GDI DOHC,2000.0,Gasoline,"",4427,mi.,sedan,Front-wheel Drive,Rallye Red,Yes,None reported,,Yes,"Sport trim, Rallye Red exterior and Black interior. CARFAX 1-Owner, ONLY 4,427 Miles! FUEL EFFICIENT 37 MPG Hwy/30 MPG City! Remote Engine Start, Onboard Communications System, Alloy Wheels, Back-Up Camera, iPod/MP3 Input. ======KEY FEATURES INCLUDE: Back-Up Camera, iPod/MP3 Input, Onboard Communica|…|tions System, Aluminum Wheels, Remote Engine Start Honda Sport with Rallye Red exterior and Black interior features a 4 Cylinder Engine with 158 HP at 6500 RPM. Price does not include licensing costs, registration fees, taxes and dealer doc fee of $699 which are to be paid by the consumer.",2023-05-04T08:54:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U97141,Nissan Sentra SV,2023,20000-29999,24522,"11000 Sepulveda Blvd. Mission Hills, CA 91345",Y,Y,N,3N1AB8CV8PY225726,Automatic CVT,CVT,2.0L I4,2000.0,Gasoline,"",894,mi.,sedan,Front-wheel Drive,Brilliant Silver,Yes,None reported,,Yes,"2023 Nissan Sentra Brilliant Silver SV 4D Sedan 29/39 City/Highway MPG CVT Price does not include additional accessories Clean CARFAX. Certification Program Details: Each Nissan Certified Pre-Owned vehicle comes with the innovation and excitement you expect from Nissan. To that, we add a rigorou|…|s certification process and the peace of mind of a 7-year / 100,000 limited powertrain warranty and roadside assistance so that you can explore with confidence. Nissan of Mission Hills is your premier New and Used automotive dealership. Come experience a fun and seamless automotive buying experience. We serve all drivers including, but not limited to Mission Hills, Van Nuys, North Hills, Porter Ranch, Granada Hills, Glendale, Los Angeles, Simi Valley, Chatsworth and the entire San Fernando Valley. We always strive to deliver a first-class car-shopping experience. We make that possible by providing a stunning collection of vehicles, hassle-free financing and high-quality service and repairs. That's how we're able to serve as the one-stop shop for buying, financing and servicing your cars!",2023-05-04T08:52:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU956505,Hyundai Kona SEL,2023,20000-29999,26374,"6686 South Padre Island Drive Corpus Christi, TX 78412",Y,Y,N,KM8K32AB5PU956505,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",6415,mi.,suv,Front-wheel Drive,Cyber Silver,,,,,"Convenience Package  Sun/Moonroof  Navigation System  Carpeted Floor Mats  Cargo Package  Lane Keeping Assist  Wheel Locks  Keyless Start  Bluetooth Connection  Rear Spoiler  First Aid Kit  Black; Cloth Seat Trim  Cyber SilverThis vehicle includes a Money-Back Guarantee and passed our|…|precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.YOUR TIME IS VALUABLE.........GIVE AUTONATION HYUNDAI THE CHANCE TO EARN YOUR BUSINESS !!! This Hyundai includes: BLACK, CLOTH SEAT TRIM Cloth Seats CARPETED FLOOR MATS (PIO) Floor Mats CARGO PACKAGE FIRST AID KIT (PIO) CYBER SILVER Note - For third party subscriptions or services, please contact the dealer for more information. Drive home in your new pre-owned vehicle with the knowledge you're fully backed by the CARFAX Buyback Guarantee. The Hyundai Kona SEL offers a fair amount of utility thanks to its advanced features and unique styling. It's also quite sporty, and injects an ample amount of handling chutzpah into the ridin'-high body of a family-friendly SUV. Everyone hates the gas pump. Skip a few gas stations with this super fuel efficient HyundaiKona. AGAIN.......IT DOESNT TAKE 3 HOURS TO MAKE A PURCHASE ON YOUR NEXT VECHICLE PURCHASE.... GIVE AUTONATION THE CHANCE TO EARN YOUR BUSINESS.",2023-05-04T08:37:29.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P3199648,Toyota Corolla Hatchback XSE,2023,20000-29999,27995,"28825 Euclid Ave Wickliffe, OH 44092",Y,Y,N,JTNC4MBE5P3199648,Automatic CVT,CVT,2.0L I4 16V PDI DOHC,2000.0,Gasoline,"",1699,mi.,hatchback,Front-wheel Drive,White,Yes,None reported,,Yes,"Two-Tone  Navigation System  Special Color  All Weather Floor Liner Package (Tms)  Mudguards (Tms)  Lane Keeping Assist  Keyless Start  Bluetooth Connection  Rear Spoiler  Cargo Net (Tms)  50 State Emissions  Black; Fabric/Softex Seat Trim  Jbl Premium Audio W/Wireless Charger  Xse Pa|…|ckageThis vehicle includes a Money-Back Guarantee and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.Thank you for your interest in one of AutoNation Ford East's online offerings. Please continue for more information regarding this 2023 Toyota Corolla Hatchback XSE with 1,699mi. This Toyota includes: ALL WEATHER FLOOR LINER PACKAGE (TMS) (PPO) Floor Mats BLACK, FABRIC/SOFTEX SEAT TRIM Cloth Seats Leather Seats CARGO NET (TMS) (PPO) MUDGUARDS (TMS) (PPO) XSE PACKAGE WIND CHILL PEARL Note - For third party subscriptions or services, please contact the dealer for more information. This 2023 Toyota Corolla Hatchback comes with a CARFAX Buyback Guarantee, which means you can buy with certainty. The CARFAX report for this 2023 Toyota Corolla Hatchback XSE highlights that it's a One-Owner vehicle, and for good reason. A One-Owner vehicle gives you the feel of owning a new vehicle without paying the new car price. The Toyota Corolla Hatchback XSE is economically and environmentally smart. Toyota clearly delivers on its promise to provide a fuel-efficient vehicle that has the great qualities you need in a vehicle. Marked by excellent quality and features with unmistakable refined leather interior that added value and class to the Toyota Corolla Hatchback XSE. Rare is the vehicle that has been driven so gently and maintained so meticulously as this pre-owned beauty.",2023-05-04T08:14:44.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
17108894T,Chevrolet Trailblazer LT,2023,20000-29999,29721,"8800 Gratiot Rd Saginaw, MI 48609",Y,Y,N,KL79MRSL9PB108894,Automatic,Automatic,1.3L I3 12V GDI DOHC Turbo,1300.0,Gasoline,"",663,mi.,suv,All-wheel Drive,Mosaic Black Metallic,Yes,None reported,,No,"Don't hesitate...Call TODAY to set your appointment and see why NATIONWIDE people CHOOSE GARBER GRATIOT for their pre-owned purchase. LIFETIME PERKS INCLUDED, CLEAN CARFAX, 2-Way Adjustable Front Head Restraints, 2-Way Power Driver Lumbar Seat Adjuster, 4-Way Manual Front Passenger Seat Ad|…|juster, 6 Speakers, 7 Diagonal Color Touchscreen, 8-Way Power Driver Seat Adjuster, Air Conditioning, AM/FM radio: SiriusXM, Exterior Parking Camera Rear, Front fog lights, Fully automatic headlights, Heated door mirrors, Heated Driver & Front Passenger Seats, Power door mirrors, Remote keyless entry, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Wireless Apple CarPlay/Wireless Android Auto. CARFAX One-Owner. Clean CARFAX.2023 Chevrolet TrailBlazer LT Mosaic Black MetallicOdometer is 2987 miles below market average! 26/30 City/Highway MPGCall us today at ...800 781-4590 OR VISIT US AT GARBERCHEVROLETSAGINAW.COM.....",2023-05-04T08:45:07.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
000P2321,MINI SE Hardtop Cooper,2023,20000-29999,28000,"14530 Jefferson Davis Hwy, Woodbridge, VA 22191",Y,Y,N,WMW13DJ03P2S54539,Automatic,Automatic,Electric,,Electric,"",3001,mi.,hatchback,Front-wheel Drive,Chili Pepper Red,No,None reported,,Yes,"ABS Brakes, Alloy Wheels, Stability Control! Dual Zone Climate Control! Heated Seats! Heated Mirrors! Traction Control! Remote Start!",2023-05-04T08:18:13.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H9555A,Hyundai Elantra SEL,2023,20000-29999,25266,"101 Malcolm Blvd. Valdese, NC 28690",Y,Y,N,KMHLM4AG3PU370961,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",14500,mi.,sedan,Front-wheel Drive,Phantom Black,Yes,At least 1 accident or damage reported,,Yes,"Carfax Certified, Elantra SEL, 4D Sedan, I4, IVT, FWD, 16 x 6.5J Alloy Wheels, ABS brakes, Brake assist, Electronic Stability Control, Exterior Parking Camera Rear, Option Group 01, Power windows, Speed control, Telescoping steering wheel, Tilt steering wheel, Traction control. 2023 Hyundai Elantra|…|SEL CARFAX One-Owner.30/40 City/Highway MPGCome Experience this Hyundai here at Paramount Ford / Hyundai I-40 Exit 113 Valdese!!! 828-874-2161.",2023-05-04T08:32:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N302124P,Nissan Altima 2.5 SV,2023,20000-29999,26588,"18100 Gulf Fwy Friendswood, TX 77546",Y,Y,N,1N4BL4DV3PN302124,Automatic CVT,CVT,2.5L I4 16V GDI DOHC,2500.0,Gasoline,"",4616,mi.,sedan,Front-wheel Drive,Gun Metallic,Yes,At least 1 accident or damage reported,,Yes,"CARFAX One-Owner. Certified. Certification Program Details: This Vehicle has passed a rigorous 151 point inspection and has passed emissions and safety check. Gray Sky Pearl 2023 Nissan Altima 2.5 SV FWD CVT with Xtronic 2.5L 4-Cylinder DOHC 16V CVT with Xtronic, Air Conditioning, Panic alarm, Radio|…|: AM/FM Audio System, Remote keyless entry, Steering wheel mounted audio controls.Odometer is 2305 miles below market average! 27/37 City/Highway MPG CALL (281) 819-9363 TO VERIFY AVAILABILITY AND SET YOUR APPOINTMENT.. Certified Pre-Owned vehicles listed are certified ready; certain fees may apply for certified pre-owned listed vehicles to fully certify. Offers to purchase accepted following test-drive. No dealers.",2023-05-04T08:55:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P1101,Hyundai Kona SEL,2023,20000-29999,28170,"6701 120th Ave Kenosha, WI 53142",Y,Y,Y,KM8K6CAB5PU948157,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",10044,mi.,suv,All-wheel Drive,Pulse Red,Yes,None reported,,Yes,"CARFAX One-Owner. Certified. Pulse Red 2023 Hyundai Kona SEL AWD IVT 2.0L 4-Cylinder Kona SEL, 4D Sport Utility, 2.0L 4-Cylinder, IVT, AWD, Pulse Red, Black Cloth. Recent Arrival! 28/33 City/Highway MPG Hyundai Certified Pre-Owned Details:  173+ Point Inspection  Powertrain Limited Warranty: 120 M|…|onth/100,000 Mile (whichever comes first) from original in-service date  Vehicle History  Roadside Assistance  Warranty Deductible: $50  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription",2023-05-04T08:39:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K24627,Chevrolet Equinox RS,2023,20000-29999,28986,"35500 S Gratiot Ave Charter Twp of Clinton, MI 48035",Y,Y,N,3GNAXMEG2PS175681,6-Speed Electronically Controlled Automatic with O,Automatic,1.5L I4 16V GDI DOHC Turbo,1500.0,Gasoline,"",685,mi.,suv,Front-wheel Drive,Summit White,Yes,None reported,,No,Clean CARFAX. FWD Odometer is 1905 miles below market average! 26/31 City/Highway MPG,2023-05-04T08:49:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
14552B,Volkswagen Jetta 1.5T Sport,2023,20000-29999,24995,"8053 Burlington Pike Florence, KY 41042",Y,Y,Y,3VWBM7BUXPM015969,8-Speed Automatic,Automatic,1.5L I4 16V GDI DOHC Turbo,1500.0,Gasoline,"",378,mi.,sedan,Front-wheel Drive,Rising Blue Metallic,No,None reported,,Yes,"Certified. Rising Blue Metallic 2023 Volkswagen Jetta 1.5T Sport FWD 8-Speed Automatic with Tiptronic 1.5L I-4 DI DOHC Turbocharged CERTIFED, CLEAN CARFAX, INC WARRANTY, 1 OWNER, LIFETIME POWERTRAIN WARRANTY, Titan Black w/Vienna Leather Seat Trim. Odometer is 3401 miles below market avera|…|ge! 29/40 City/Highway MPG Volkswagen Certified Pre-Owned Details:  Roadside Assistance  Vehicle History  Warranty Deductible: $50  For CPO Vehicles purchased on or after January 5, 2021: MY17 and older vehicles are eligible for a 2 year, 24,000 mile whichever occurs first, limited warranty. MY18 and MY19 vehicles are eligible for a 1 year, 12,000 mile whichever occurs first, limited warranty. MY2020+ vehicles are eligible for a 2 year, 24,000 mile whichever occurs first, limited warranty. 3 month SiriusXM Platinum Plan trial subscription.  100+ Point Inspection TO KEEP YOU SAFE, WE DELIVER! BUY ONLINE-TEXT-EMAIL-CHAT-PHONE AND WE WILL DELIVER YOUR NEXT VEHICLE TO YOUR DOOR! FROM OUR SALES FLOOR TO YOUR DOOR! IT'S THAT EASY! Proudly Serving: Cincinnati, Dayton, Lexington, Louisville, Hamilton, Florence, Union, Erlanger, Elsmere, Alexandria, Beavercreek, Springdale, Sharonville, West Chester, Mason, Loveland, Monroe, Fairfield, Kenwood, Milford, Eastgate, Batavia, Colerain, Newport, Covington, and all of greater Cincinnati Ohio and Northern Kentucky. Multiple options for great fuel economy and vehicles that get over 30 MPG! In the event a vehicle is listed at an incorrect price or incorrect features/options due to typographical, photographic, or technical error or error in pricing information received from our suppliers, the dealership shall have the right to refuse or cancel any orders placed for vehicle listed at the incorrect price. Incentives based on retail purchase; special/low APR and lease incentives may vary, see dealer for details. Price does not include Tax, Title, License, Documentation Fee or any dealer added accessories. Pricing may no",2023-05-04T08:19:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
32688,Mitsubishi Eclipse Cross LE,2023,20000-29999,26522,"500 Vandiver Drive Columbia, MO 65202",Y,Y,N,JA4ATVAA4PZ003368,Automatic CVT,CVT,1.5L I4 16V GDI DOHC Turbo,1500.0,Gasoline,"",3320,mi.,suv,Four-wheel Drive,Alloy Silver Metallic,,None reported,Yes,Yes,"Alloy Silver Metallic 2023 Mitsubishi Eclipse Cross LE 1.5L I4 DI Turbocharged DOHC 16V LEV3-ULEV70 152hp CVT 4WD Odometer is 1816 miles below market average! 25/26 City/Highway MPG If you live in Columbia, Hallsville, Centralia, Jefferson City, Mexico, Fulton, Moberly, Sedalia, Camdenton, Montgomer|…|y City, St Louis, Kansas City or anywhere else in Missouri you can be sure that we will provide you the best value on the best selection of vehicles. With over 1,000 new, pre-owned and certified vehicles available, we are your one stop when you are shopping for your next vehicle! When you decide on your vehicle, we offer top notch, on-site financial services professionals who will make qualifying for your lease or loan a simple, easy process. After the sale, our Certified Service Department will keep you on the road with quality parts and guaranteed labor. Stop by and see us in person, give us a call or visit us at JoeMachensAutoGroup.com Joe Machens has been serving Missouri for 50 years. Our commitment to service continues with one simple goal: to treat you so well that you dont want to do business anywhere else!",2023-05-04T08:14:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
