card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
22104CK,Kia Forte LXS,2023,20000-29999,21194,"3414 Brookpark Rd Cleveland, OH 44134",Y,Y,Y,3KPF24AD3PE517128,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",4081,mi.,sedan,Front-wheel Drive,Aurora Black Pearl,Yes,None reported,,Yes,"CARFAX One-Owner. Clean CARFAX. ALLOY WHEELS, BACKUP CAMERA, FORWARD COLLISION WARNING, LANE DEPARTURE WARNING, 1 Owner Carfax Certified!, BEST WARRANTY, CLEAN CARFAX, CERTIFIED, Fully Detailed, Fully Inspected, Recent Oil Change, One owner, CLEAN VEHICLE HISTORY...NO ACCIDENTS, BOUGHT, SERVICED AND|…|TRADED AT SPITZER KIA, RECENT TRADE IN, SERVICE RECORDS AVAILABLE, KIA CERTIFIED, REMAINDER OF FACTORY WARRANTY, INCLUDES WARRANTY, FUEL SAVER, ONE OWNER, APPLE CARPLAY & ANDROID AUTO. Certified. Welcome to Spitzer Kia Cleveland! Here at Spitzer, we try to make the purchase process as easy and hassle free as possible. We encourage you to experience this for yourself when you come to look at this outstanding-looking 2023 Kia Forte. Aurora Black Pearl 2023 Kia Forte LXS FWD IVT 2.0L 4-Cylinder MPI Recent Arrival! 28/39 City/Highway MPG Kia Certified Pre-Owned Details:  165 Point Inspection  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) Platinum Coverage from certified purchase date  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Transferable Warranty  Roadside Assistance  Vehicle History  Includes Rental Car and Trip Interruption Reimbursement. 3 month Sirius trial subscription  Warranty Deductible: $50",2023-05-04T08:34:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H103023,Hyundai Elantra SEL,2023,20000-29999,22798,"551 South Military Trail West Palm Beach, FL 33415",N,Y,N,5NPLM4AG8PH103023,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",10741,mi.,sedan,Front-wheel Drive,Serenity White Pearl,Yes,None reported,,No,"HGreg.com has redefined the car buying experience by putting you in total control with upfront wholesale prices, flexible financing options, and a 3-Day/300 Mile satisfaction guarantee. Our lots are packed with thousands of vehicles for every lifestyle and budget. If you're ready to see how easy the|…|car buying process should be, call now! Priced THOUSANDS below KBB!! This Car is TRUST VERIFIED. With locations in Doral, Broward, Miami, Orlando, Kendall, West Palm Beach and Tampa, HGreg.com is the FASTEST GROWING automotive group in North America.Serenity White Pearl 2023 Hyundai Elantra SEL FWD IVT I4 Option Group 01, 16 x 6.5J Alloy Wheels, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Blue Link Connected Car Service (3-year complimentary subscription), Exterior Parking Camera Rear, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Illuminated entry, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio: AM/FM/HD/SiriusXM Display Audio, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Option Group 01.Recent Arrival! 30/40 City/Highway MPGAlthough every reasonable effort has been made to ensure the accuracy of th",2023-05-04T08:41:25.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K347049A,Kia Forte GT-Line,2023,20000-29999,25944,"21111 Cedar Ave Lakeville, MN 55044",N,Y,N,3KPF54AD4PE603782,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",2562,mi.,sedan,Front-wheel Drive,Gravity Gray,Yes,None reported,,No,"We price cars, not people. Everyone qualifies for the Unconditional Retail Price, regardless of other vehicles owned/leased in household, or whether there is a trade involved. Residency restrictions may apply. See dealer for details.  Kia Certified  Carfax 1 Owner  10.25-Inch Navigation Touchsc|…|reen w/Apple Carplay & Android Auto  Driver Information Center  Wireless Charging  Power Sunroof  Heated/Ventilated Bucket Seats  Power Seat w/Power Lumbar  Accident Free  Blind Spot  Rear Cross Traffic Alert  Lane Departure Warning  Forward Collision Alert  Lane Keep Assist  Bluetooth Hands Free  Adaptive Cruise w/Stop & Go  Remote Start  Alloy Wheels  Harman Kardon Premium Sound  LED Tail Lamps  LED Fog Lamps  Push Button Start w/Smart Key  Dual-Zone Automatic Climate Control  Rear Camera  CARFAX One-Owner. Clean CARFAX. 2.0L 4-Cylinder MPI IVT Odometer is 2082 miles below market average! 28/39 City/Highway MPG Kia Certified Pre-Owned Details:  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) Platinum Coverage from certified purchase date  Includes Rental Car and Trip Interruption Reimbursement. 3 month Sirius trial subscription  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Vehicle History  165 Point Inspection  Warranty Deductible: $50  Roadside Assistance  Transferable Warranty 2023 Kia Forte",2023-05-04T08:49:39.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PS157393,Chevrolet Equinox 1LT,2023,20000-29999,28322,"6000 Tinker Diagonal Midwest City, OK 73110",Y,Y,N,3GNAXKEG0PS157393,6-Speed Electronically Controlled Automatic with O,Automatic,1.5L I4 16V GDI DOHC Turbo,1500.0,Gasoline,"",1145,mi.,suv,Front-wheel Drive,Sterling Gray Metallic,Yes,None reported,,Yes,"Sterling Gray Metallic 2023 Chevrolet Equinox 4D Sport Utility LT 1.5L DOHC FWD 6-Speed Automatic Electronic with Overdrive Clean CARFAX. CARFAX One-Owner. Odometer is 1993 miles below market average! Confidence Convenience Package, Driver Confidence II Package (Front Rear Park Assist), Driver Conve|…|nience Package (Dual-Zone Automatic Climate Control, Heated Driver Front Passenger Seats, Rear Power Liftgate, Remote Start, and Wrapped Steering Wheel), Preferred Equipment Group 1LT, Side Blind Zone Rear Cross Traffic (Lane Change Alert w/Side Blind Zone Alert and Rear Cross Traffic Alert), 17' Aluminum Wheels, 18' Aluminum Wheels, 2 Rear USB Charging-Only Ports, 2 USB Ports Auxiliary Input Jack, 2-Way Power Driver Lumbar Control Seat Adjuster, 3.50 Final Drive Axle Ratio, 4-Wheel Disc Brakes, 6 Speakers, 6-Speaker Audio System Feature, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Auto High-beam Headlights, Bluetooth For Phone, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver 8-Way Power Seat Adjuster, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: OnStar and Chevrolet connected services capable, Four wheel independent suspension, Front Rear Black Bowtie Emblems (LPO), Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front Passenger 4-Way Manual Seat Adjuster, Front reading lights, Fully automatic headlights, Heated door mirrors, Illuminated entry, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Premium audio system: Chevrolet Infotainment 3, Premium Cloth Seat Trim, Radio data system, Radio: Chevrolet Infotainment 3 System w/AM/FM, Rear anti-roll bar, Rear reading lights, Rear seat center armrest, Rear wi",2023-05-04T08:16:38.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U11045L,Hyundai Kona SEL,2023,20000-29999,25598,"360 W Sunrise Hwy Valley Stream, NY 11581",Y,Y,Y,KM8K6CAB9PU931801,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",7609,mi.,suv,All-wheel Drive,Lunar White,Yes,None reported,Yes,Yes,"The Finance For amount is reflective after $1995 down, subject to primary lenders approval.Price subject to change. Subject to primary lenders approval. All prices exclude tax, title, $695 dealer fees, tags, license & DMV. Must finance through dealer when applicable & take same day delivery.Internet|…|pricing cannot be combined with special low rates or through credit union. Sorry but we cannot extend special Internet pricing without a printed copy of the on-line pricing, and your in-store price may exceed our special on-line pricing. To take advantage of our special Internet discounts, please print this page and present it to your salesperson. Hyundai Certified Pre-Owned Details:  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Warranty Deductible: $50  Vehicle History  Roadside Assistance  173+ Point Inspection  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription Alloy Wheels, Backup Camera, Bluetooth, CLEAN VEHICLE HISTORY...NO ACCIDENTS, License Plate Front Mount Package, ONE OWNER, PASSES STATE INSPECTION, Power Mirror Package, REMAINDER OF FACTORY WARRANTY, Rear Climate Package, GOOD BRAKES, GOOD TIRES, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Heated door mirrors, Option Group 01. Lunar White 2023 Hyundai Kona SEL AWD IVT 2.0L 4-Cylinder 28/33 City/Highway MPG",2023-05-04T08:55:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K204883A,Kia Forte GT-Line,2023,20000-29999,22991,"6139 Bandera Rd San Antonio, TX 78238",Y,Y,Y,3KPF54AD5PE531670,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",9782,mi.,sedan,Front-wheel Drive,Aurora Black,Yes,None reported,,Yes,"KIA CERTIFIED, CARFAX ONE OWNER, CLEAN CARFAX, BACKUP CAMERA, POWER WINDOWS, POWER DOOR LOCKS, CRUISE CONTROL, NAVIGATION SYSTEM, Apple CarPlay/Android Auto, 17 Alloy Wheels, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: Sir|…|iusXM, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Cloth & SynTex Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Parking Brake (EPB), Electronic Stability Control, Emergency communication system, Exterior Parking Camera Rear, Forward Collision Avoidance-Assist - Cyclist, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front fog lights, Front reading lights, Front Sport Seats, Front wheel independent suspension, Fully automatic headlights, GT-Line Technology Package, Heated door mirrors, Illuminated entry, Leather Shift Knob, Low tire pressure warning, Navigation System, Navigation-Based Smart Cruise Control (NSCC), Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Radio: Kia Connect, Rear seat center armrest, Rear window defroster, Remote keyless entry, Security system, Smart Cruise Control w/Stop & Go, Speed control, Split folding rear seat, Spoiler, Sport steering wheel, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers.Certified.Kia Certified Pre-Owned Details: Vehicle History Includes Rental Car and Trip Interruption Reimbursement. 3 month Sirius trial subscription 165 Point Inspection Transferable Warranty Roadside Assistance Warranty Deductible: $50 Limited Warranty: 12 Month/12",2023-05-04T08:32:31.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P14607B,Honda HR-V LX,2023,20000-29999,26980,"3699 Buford Drive Buford, GA 30519",Y,Y,Y,3CZRZ1H34PM713678,Automatic CVT,CVT,2.0L I4 16V GDI DOHC,2000.0,Gasoline,"",3358,mi.,suv,Front-wheel Drive,White,Yes,None reported,,Yes,"This 2023 Honda HR-V 4dr LX 2WD CVT features a 2.0L I4 DOHC 16V i-VTEC 4cyl Gasoline engine. It is equipped with a Continuously Variable transmission. The vehicle is WHITE with a Other interior. It is offered As-Is, extended warranty is available. - HondaTrue Certified+ Details:  Honda Care Motor C|…|lub Partner for 2 years/50,000 miles (whichever comes first.) Roadside Assistance, Trip Interruption and Concierge Service for the duration of the Certified Pre-Owned Limited Warranty. Up to two complimentary oil changes within the first year of ownership. SiriusXM 90-Day Trial  Warranty Deductible: $0  182 Point Inspection  Limited Warranty: 60 Month/86,000 Mile (whichever comes first) from original in-service date, if purchased within new vehicle limited warranty period  Transferable Warranty  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date  Roadside Assistance  Vehicle History2023 Honda HR-V LX White 2.0L I4 DOHC 16V i-VTEC FWD 4 Speakers, 4-Wheel Disc Brakes, 5.436 Axle Ratio, ABS brakes, Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Air Conditioning, Alloy wheels, AM/FM radio, Apple CarPlay/Android Auto, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: HondaLink, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Radio: 180-Watt Audio System with 4 ...",2023-05-04T08:54:09.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PN313633,Nissan Altima 2.5 SV,2023,20000-29999,23998,"17305 S Dixie Hwy Palmetto Bay, FL 33157",Y,Y,N,1N4BL4DV2PN313633,Automatic CVT,CVT,2.5L I4 16V GDI DOHC,2500.0,Gasoline,"",5061,mi.,sedan,Front-wheel Drive,Black,Yes,At least 1 accident or damage reported,,No,"Priced THOUSANDS below KBB!! This Car is TRUST VERIFIED. With locations in Doral, Broward, Miami, Orlando, Kendall and West Palm Beach, HGreg.com is the FASTEST GROWING automotive group in North America.CARFAX One-Owner. CVT with Xtronic, 17 Machined Alloy Wheels, 4-Wheel Disc Brakes, 6 Speakers, AB|…|S brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Auto High-beam Headlights, Blind Spot Warning, Brake assist, Bumpers: body-color, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Floor Mats/Trunk Mat/Hideaway Net, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Illuminated entry, Knee airbag, Low tire pressure warning, NissanConnect featuring Apple CarPlay and Android Auto, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio data system, Radio: AM/FM Audio System, Rear anti-roll bar, Rear Parking Sensors, Rear reading lights, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Speed-Sensitive Wipers, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, CVT with Xtronic.Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed. Dealer is not responsible for errors and omissions. All vehicles are subject to prior sale. Price does not include applicable state sales tax, title, license plate, pre-deliver service charge of $1299.00 (This charge represents",2023-05-04T08:23:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
FM6612A,Kia Sportage X-Line,2023,20000-29999,29880,"2600 Colonial Blvd Fort Myers, FL 33907",Y,Y,N,5XYK6CAF3PG007668,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",20899,mi.,suv,All-wheel Drive,Ebony Black,Yes,None reported,,Yes,"CARFAX One-Owner. AWD. Welcome to Volvo Cars of Fort Myers, one of America's premier marketers of High-Line and Luxury automobiles. Volvo Cars of Fort Myers, Family owned and operated. All of our pre-owned vehicles are put through our award winning service department for a 130+ point inspection. Eac|…|h car is then brought up to spec and detailed inside and out. Welcome to McGrath Volvo Cars of Fort Myers! We price our Pre-Owned inventory at below the market value to eliminate the need to haggle or go back and forth. We provide a very simple and transparent experience where you can not only have the peace of mind that you are getting a great deal, but also know that what you see online is what it will be in person. We do not inflate the pricing with a multitude of additional fees or demand anything from you to get the low price you see advertised online. Each of our pre-owned vehicles are put through a 130+ point inspection and come with the McGrath Advantage. (Ask your Sales Representative for details) We look forward to creating a long lasting relationship with you, not just while you are buying a vehicle from us, but through out your ownership experience! PLEASE NOTE: We make every attempt to collect all items on any on vehicle that we purchase and retail. A second key, floor mats, an owner's manual and items similar to navigation SD cards MAY NOT be available on all pre-owned vehicles. All prices are plus tax, title, tag, licensing and a $799 dealership fee. Pricing may not include certification and reconditioning costs. While every reasonable effort is made to ensure the accuracy off all data provided here, we can not be responsible for any errors or omissions. Listings may have errors with pricing, color, equipment, and/or descriptions of our vehicles. We do our very best to avoid any errors and strive to provide the most simple, value based and transparent car buying experience in South West Florida!",2023-05-04T08:37:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P3100626,Subaru Outback Premium,2023,20000-29999,29496,"900 US-41 Venice, FL 34285",N,Y,N,4S4BTADC5P3100626,Automatic CVT,CVT,2.5L,2500.0,Gasoline,"",8124,mi.,suv,All-wheel Drive,Crystal White Pearl,Yes,None reported,,Yes,"2023 Subaru Outback 2.5L 4-Cylinder DOHC 16V Crystal White Pearl AWD CVT Lineartronic 26/32 City/Highway MPGWe offer Market Based Pricing, so please call to check on the availability of this vehicle. WELL BUY YOUR VEHICLE, EVEN IF YOU DONT BUY OURS! Awards:  ALG Residual Value Awards  2016 KBB.com|…|Brand Image Awards 2016 Kelley Blue Book Brand Image Awards are based on the Brand Watch(tm) study from Kelley Blue Book Market Intelligence. Award calculated among non-luxury shoppers. For more information, visit www.kbb.com. Kelley Blue Book is a registered trademark of Kelley Blue Book Co., Inc.",2023-05-04T08:50:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
310625T01,Nissan Altima 2.5 S,2023,20000-29999,24899,"835 Classic Dr Streetsboro, OH 44241",Y,Y,N,1N4BL4BV6PN310625,Automatic CVT,CVT,2.5L,2500.0,Gasoline,"",6641,mi.,sedan,Front-wheel Drive,Brilliant Silver Metallic,Yes,None reported,Yes,Yes,"Brilliant Silver Metallic 2023 Nissan Altima 2.5 S FWD CVT with Xtronic 2.5L 4-Cylinder DOHC 16V Bluetooth, Keyless start, Back-up camera, Blind spot warning, Forward Collision Warning, Lane Departure Warning, CVT with Xtronic, Air Conditioning, Auto High-beam Headlights, Delay-off headlights, Fully|…|automatic headlights, Rear Parking Sensors. 28/39 City/Highway MPG",2023-05-04T08:37:11.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
44647R,Kia Soul LX,2023,20000-29999,21477,"18 Uxbridge Rd Mendon, MA 01756",Y,Y,N,KNDJ23AU3P7190170,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",3009,mi.,hatchback,Front-wheel Drive,Inferno Red,Yes,None reported,,No,"Apple CarPlay / Android Auto, Backup Camera, Bluetooth, Cruise Control, Power Windows, Power Locks, Steering Wheels Radio Controls, Aluminum Wheels, Lane Keeping Assistance, Adaptive Cruise Control. Inferno Red 2023 Kia Soul LX 4D Hatchback LX FWD IVT Clean CARFAX. CARFAX One-Owner. 2.0L I4 DOHC 29/|…|35 City/Highway MPG Odometer is 1950 miles below market average! MORE ABOUT US: Imperial Cars Purchase With Confidence: 1) Free Car Fax Vehicle History Report available for all our vehicles online. 2) Our vehicles are Imperial Certified and go through a rigorous Multi-Point vehicle inspection. 3) Bottom line pricing. 4) 5-Day or 200 Mile Vehicle Exchange Program for your total confidence. If you are not happy with it bring it back within 5 days or 200 miles and we'll give you a credit of your full purchase price toward the purchase of another vehicle. (Excludes Renewed for You vehicles.) Price does not include tax, title, registration, documentation fee or other applicable fees. Price does include Imperial Trade assistance bonus of $1,000 for qualifying retailable trades with less than 10 years of use from original in-service date and odometer under 120,000 miles. To receive advertised promotional price, the vehicle must be paid in full and take same day delivery from dealer stock. Call or email our phone and internet team for the most current information and Imperial discounts. Price cannot be combined with any other discounts or promotions and is subject to change based on market value at any time without notice, customer must mention promo code in order to qualify for internet special discount. MENTION PROMO CODE: INTERNET1. The information contained herein is deemed reliable but not guaranteed, dealer not responsible for any misprint involving the price or description of the vehicle, it's the sole responsibility of buyer to physically inspect and verify such information prior to purchasing. Transparency is our goal. Call 800-526-AUTO (2886) to receive your persona",2023-05-04T08:25:10.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
R124,Toyota Camry LE,2023,20000-29999,29909,"3350 S Central Expy Mckinney, TX 75070",Y,Y,Y,4T1C11AK5PU102280,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",1340,mi.,sedan,Front-wheel Drive,Midnight Black Metallic,Yes,At least 1 accident or damage reported,,No,"CARFAX One-Owner. --TOYOTA CERTIFIED--, --7YR 100,000 MILE WARRANTY--, 160 Point Inspection, SUPER CLEAN, Star Safety System: VSC, TRAC, ABS, Elect Brake-Force Distribution, Brake Assist(BA) & Smart Stop T, Lane Departure Alert w/ Steering Assist, Lane Tracing Assist, Automatic High Beams, Toyot|…|a Safety Sense 2.0: Pre-Collision Sys w/ Pedestrian Detection, Full-Speed Range Dynamic Radar, Back Up Camera, Bluetooth Radio, LOCAL TRADE, FRESH OIL CHANGE, SERVICE RECORDS, FULL TANK OF GAS. Certified. Toyota Certified Used Vehicles Details:  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date  Vehicle History  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV purchase date  Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile  Transferable Warranty  160 Point Inspection  Roadside Assistance  Warranty Deductible: $0 Priced below KBB Fair Purchase Price! Toyota Camry 2023 LE FWD 2.5L I4 DOHC 16V 8-Speed Automatic Midnight Black Metallic Recent Arrival! Odometer is 3727 miles below market average! 28/39 City/Highway MPG Price does not include dealer installed equipment and services",2023-05-04T08:27:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PN333614,Nissan Altima 2.5 SR,2023,20000-29999,27498,"17305 S Dixie Hwy Palmetto Bay, FL 33157",Y,Y,N,1N4BL4CV8PN333614,Automatic CVT,CVT,2.5L I4 16V GDI DOHC,2500.0,Gasoline,"",2542,mi.,sedan,Front-wheel Drive,Gun Metallic,Yes,At least 1 accident or damage reported,,No,"Priced THOUSANDS below KBB!! This Car is TRUST VERIFIED. With locations in Doral, Broward, Miami, Orlando, Kendall and West Palm Beach, HGreg.com is the FASTEST GROWING automotive group in North America.CARFAX One-Owner. CVT with Xtronic, SR Floor Mats/Trunk Mat/Hideaway Nets, 4-Wheel Disc Brakes, 6|…|Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Auto High-beam Headlights, Blind Spot Warning, Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Front Sport Bucket Seats, Fully automatic headlights, Illuminated entry, Knee airbag, Leather Shift Knob, Low tire pressure warning, NissanConnect featuring Apple CarPlay and Android Auto, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio data system, Radio: AM/FM Audio System, Rear anti-roll bar, Rear Parking Sensors, Rear reading lights, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Speed-Sensitive Wipers, Split folding rear seat, Sport Seat Trim, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Wheels: 19 Sport Alloy, CVT with Xtronic, SR Floor Mats/Trunk Mat/Hideaway Nets.Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed. Dealer is not responsible for errors and omissions. All vehicles are subject to prior sale. Price does not include applicable state sales ta",2023-05-04T08:31:01.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH227696PR,Subaru Crosstrek Sport,2023,20000-29999,29244,"1730 Mileground Road Morgantown, WV 26505",Y,Y,Y,JF2GTHSC0PH227696,Automatic CVT,CVT,2.5L H4 16V GDI DOHC,2500.0,Gasoline,"",5692,mi.,suv,All-wheel Drive,Crystal White Pearl,Yes,None reported,,No,"EPA 34 MPG Hwy/27 MPG City! Subaru Certified, CARFAX 1-Owner, GREAT MILES 5,692! Heated Seats, Moonroof, Lane Keeping Assist, Back-Up Camera ======BUY WITH CONFIDENCE: Vehicles must pass a 152-point inspection, Additional coverages available, One-year Trial Subscription to STARLINK Safety Plus Packa|…|ge with Automatic Collision Notification, 24/7 Roadside Assistance is included, 3-Month trial to SiriusXM satellite radio programming included, Free CarFax Vehicle History Report available, 7-year/100,000-mile Powertrain coverage with $0 deductible ======KEY FEATURES INCLUDE: All Wheel Drive, Heated Driver Seat, Back-Up Camera, Onboard Communications System, Aluminum Wheels, Remote Engine Start, Brake Actuated Limited Slip Differential, Lane Keeping Assist, Heated Seats. Rear Spoiler, Privacy Glass, Keyless Entry, Remote Trunk Release ======OPTION PACKAGES: MOONROOF & BSD W/RCTA & 8.0 MULTIMEDIA PLUS AUDIO Blind Spot Detection w/Rear Cross-Traffic Alert, system off switch, exterior power mirrors w/BSD/RCTA detection indicator, rear radar detection sensors, blind-spot detection, lane change assist and rear cross-traffic alert audible vehicle detection warning, Power Moonroof, tilt up and internal retracting w/auto-open/close, Laminated, UV and dark tint moonroof glass, Radio: Subaru STARLINK 8.0 Multimedia Plus System, AM/FM stereo, HD Radio, single disc CD player w/MP3/WMA/CRR/RW file capability, multi-touch gesture high resolution display screen, voice activated controls, Bluetooth audio streaming and hands-free phone connectivity, Bluetooth hands-free SMS text messaging connectivity, Near Field Communication (NFC), iPod control, AUTO-DIMMING MIRROR W/COMPASS. ======WHO WE ARE: Our experienced staff has helped many people get into the car that they want and we want to help you too. Subaru of Morgantown strives to provide the best sales and service experience possible to make your car buying process stress free. Price does not include applicable tax, title, license,",2023-05-04T08:39:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
